序号,披露日期,承租人,承租人所属集团,承租人企业类型,承租人科技型称号,承租人负面信息,承租人经营状态,承租人-法定代表人,承租人-联系电话,出租人,出租人企业类型,出租人-法定代表人,出租人-联系电话,融资额（万元）,融资额币种,财产价值（万元）,财产价值币种,期限,起始日期,截止日期,最新登记状态,租赁财产描述,申万行业一级,国标行业门类,国标行业大类,承租人所属地区,出租人所属地区,文件来源
2435,2022-11-04,正道轮胎有限公司,,民企,"高新技术企业,省级企业技术中心",,在营,隋海平,5302066699,三井住友融资租赁(中国)有限公司,,金谷喜博(KANAYA YOSHIHIRO),020-87550021,,CNY,"2,042.72",CNY,3年,2022-08-08,2025-08-07,变更登记,①神户制钢所产密炼机BB430；型号：BB430 数量：1套②神户制钢所产轮胎均匀性试验机PL-UXO-P2；型号：PL-UXO-P2；   数量：3套③长滨制作所产轮胎动平衡试验机311CMBG；型号：311CMBG；   数量：3套 使用场所：曹县青菏办事处温庄村(鸭绿江路南侧),基础化工,制造业,橡胶和塑料制品业,山东-菏泽-曹县,广东-广州-天河,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2436,2022-11-04,新疆徐工众力矿山成套设备有限公司,,民企,,,在营,王朝阳,0991-6623073,国银金融租赁股份有限公司,"国企,上市,发债",马红,23980999,,,"2,125.22",CNY,3年,2022-11-04,2025-11-03,初始登记,租赁财产为徐工集团工程机械股份有限公司工程机械设备厂商租赁项目业务项下租赁工程机械设备。,建筑装饰,建筑业,建筑安装业,新疆-乌鲁木齐-头屯河,广东-深圳-福田,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2437,2022-11-04,新疆徐工众力矿山成套设备有限公司,,民企,,,在营,王朝阳,0991-6623073,国银金融租赁股份有限公司,"国企,上市,发债",马红,23980999,,,"1,969.19",CNY,3年,2022-11-04,2025-11-03,初始登记,租赁财产为徐工集团工程机械股份有限公司工程机械设备厂商租赁项目业务项下租赁工程机械设备。,建筑装饰,建筑业,建筑安装业,新疆-乌鲁木齐-头屯河,广东-深圳-福田,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2438,2022-11-04,新疆徐工众力矿山成套设备有限公司,,民企,,,在营,王朝阳,0991-6623073,国银金融租赁股份有限公司,"国企,上市,发债",马红,23980999,,,"1,291.28",CNY,3年,2022-11-04,2025-11-03,初始登记,租赁财产为徐工集团工程机械股份有限公司工程机械设备厂商租赁项目业务项下租赁工程机械设备。,建筑装饰,建筑业,建筑安装业,新疆-乌鲁木齐-头屯河,广东-深圳-福田,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2439,2022-11-04,深圳市鸿宇建筑服务有限公司,,民企,,,在营,,,国银金融租赁股份有限公司,"国企,上市,发债",马红,23980999,,CNY,"1,781.32",CNY,3年,2022-11-04,2025-11-03,初始登记,租赁财产为徐工集团工程机械股份有限公司工程机械设备厂商租赁项目业务项下租赁工程机械设备。,建筑装饰,建筑业,建筑装饰、装修和其他建筑业,广东-深圳-龙岗,广东-深圳-福田,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2440,2022-11-04,慈溪驰马金属制品有限公司,,民企,省级制造业单项冠军培育企业,,在营,,,东海融资租赁股份有限公司,民企,周一君,0574-87952170,,CNY,"1,875.71",CNY,3年,2022-11-04,2025-11-03,初始登记,未经东海融资租赁股份有限公司书面同意，租赁财产不得转让，租赁物详见租赁物清单。,机械设备,制造业,金属制品业,浙江-宁波-慈溪,浙江-宁波-北仑,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2441,2022-11-03,福建清源科技有限公司,,,"高新技术企业,省级""专精特新""中小企业,省级创新型中小企业,省级企业技术中心,省级科技小巨人企业",,在营,王清源,59588921321,宁波金通融资租赁有限公司,发债,李晖,0574-86789066,,CNY,"2,500.00",CNY,3.08年,2022-11-03,2025-12-02,初始登记,本批租赁物详见甬金通租赁(2022)回字第37号融资租赁合同 租赁物件明细表  数量：1批 状况：正常 所在地：石狮市鸿山镇伍堡工业集控区19号福建清源科技有限公司厂区内注：本批租赁物的所有权自2022-11-07起归属于宁波金通融资租赁有限公司,,制造业,,福建-泉州-石狮,浙江-宁波-北仑,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2442,2022-11-03,山东新能泰山城市建设投资有限公司,泰安市泰山产业发展投资集团有限公司,"国企,城投子公司",,"被执行人,终本案件",在营,张洪滨,5388066558,泰山融资租赁有限公司,"国企,发债",吕昌军,0538-6220726,,,"2,500.00",CNY,3年,2022-11-03,2025-11-02,初始登记,该合同项下所属的一组设备是由华能泰山新能源有限公司提供，华能泰山新能源有限公司对该笔合同已知晓并同意以其所有的设备作为该笔合同的标的物(详情见附件),房地产,房地产业,房地产业,山东-泰安-岱岳,山东-泰安-岱岳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2443,2022-11-03,济南市清源水务集团有限公司,济南城市投资集团有限公司,"国企,城投子公司",,,在营,魏长学,0531-88153055,海通恒信国际融资租赁股份有限公司,"国企,上市,发债",赵建祥,021-61355388,,CNY,"2,739.82",CNY,3年,2022-11-03,2025-11-02,初始登记,"双模变频供水设备(含管道离心泵、磁力泵、发电机、过滤器、增压稳压设备、双向接头等)、、/、2、/;,水处理设备(包括超滤设备、曝气机、微滤机等)、、/、2、/;,配电柜、、XL-21、8、/;",环保,电力、热力、燃气及水生产和供应业,水的生产和供应业,山东-济南-历下,上海-黄浦,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2444,2022-11-03,济南市清源水务集团有限公司,济南城市投资集团有限公司,"国企,城投子公司",,,在营,魏长学,0531-88153055,海通恒信国际融资租赁股份有限公司,"国企,上市,发债",赵建祥,021-61355388,,CNY,"2,739.82",CNY,3年,2022-11-03,2025-11-02,初始登记,"双模变频供水设备(含管道离心泵、磁力泵、发电机、过滤器、增压稳压设备、双向接头等)、、/、2、/;,水处理设备(包括超滤设备、曝气机、微滤机等)、、/、2、/;,变压器、、S15-B-650kva、4、/;,发电机、、QKGF-KJ、4、/;,断路器、、DW15-630、4、/;",环保,电力、热力、燃气及水生产和供应业,水的生产和供应业,山东-济南-历下,上海-黄浦,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2445,2022-11-03,重庆轻工职业学院,,,,,在营,姚成,,青岛海信融资租赁有限公司,国企,王纪铭,0532-80873455,,CNY,"2,258.28",CNY,3.08年,2022-11-03,2025-12-02,初始登记,学院自有实训设备、技术仪器与电脑设备等，详见附件1。,,,,重庆-九龙坡,山东-青岛-即墨,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2446,2022-11-03,中泰云智装备制造(山东)有限公司,,民企,,,在营,纪晓伟,18264875999,泰山融资租赁有限公司,"国企,发债",吕昌军,0538-6220726,,,"4,000.00",CNY,3年,2022-11-03,2025-11-02,初始登记,该合同项下所属的一组设备是由山东中天泰和实业有限公司提供，山东中天泰和实业有限公司对该笔合同已知晓并同意以其所有的设备作为该笔合同的标的物(详细见附件),机械设备,制造业,专用设备制造业,山东-泰安-泰山,山东-泰安-岱岳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2447,2022-11-03,成都棠湖屋业发展有限公司,,民企,,被执行人,在营,严玉清,028-85189672,四川汇鑫融资租赁有限公司,国企,周峰,18015732773,,CNY,"4,939.33",CNY,3.08年,2022-11-03,2025-12-02,变更登记,成都棠湖屋业发展有限公司位于四川省成都市双流区彭镇燃灯社区总建筑面积约为24967.4平方米，总预估价值约为29804.4万元的资产。租赁期间，租赁物不得转让，详情请见附件《租赁物清单》。,房地产,房地产业,房地产业,四川-成都-武侯,四川-泸州-江阳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2448,2022-11-02,托球生物科技(兰州)有限公司,,民企,"省级""专精特新""中小企业,省级创新型中小企业",,在营,廖大章,19993082704,国健融资租赁有限公司,"国企,发债",田纪军,010-68267999,,,"2,000.00",CNY,3年,2022-11-02,2025-11-01,初始登记,尾气处理系统等一批设备,综合,科学研究和技术服务业,科技推广和应用服务业,甘肃-兰州-皋兰,北京-西城,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2449,2022-11-02,巴彦淖尔市河套水务集团有限公司,巴彦淖尔市农垦(集团)有限公司,"国企,城投,发债",,终本案件,在营,贾文春,0478-8527800,西藏金融租赁有限公司,"民企,发债",李兆廷,0891-6159793,,CNY,"2,208.42",CNY,6年,2019-11-11,2025-11-10,展期登记,"租赁物为：【污水处理设备】租赁物净值总额为：【贰仟零壹拾伍万叁仟捌佰肆拾贰元玖角柒分】(小写：￥【20,153,842.97】元)租赁物使用地点：【乌拉特中旗工业园区】租赁物清单(详见下页附表)",环保,电力、热力、燃气及水生产和供应业,水的生产和供应业,内蒙古-巴彦淖尔-临河,西藏-拉萨-堆龙德庆,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2450,2022-11-02,丽水埃菲生太阳能发电有限公司,,民企,,,在营,华美娟,0577-86587966,中电投融和融资租赁有限公司,"国企,发债",姚敏,021-80161002,,,"1,722.63",CNY,2.83年,2022-11-02,2025-09-01,变更登记,详见附件清单,公用事业,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,浙江-丽水-莲都,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2451,2022-11-02,承志供应链有限公司,爱优亿世教育,民企,,"失信,限高消费,被执行人,终本案件",在营,,,西藏金融租赁有限公司,"民企,发债",李兆廷,0891-6159793,,CNY,"3,260.55",CNY,3年,2022-11-02,2025-11-01,初始登记,"租赁物为：【231台低压配电柜，60台UPS配电柜、113台高压柜】租赁物净值总额为:【贰仟玖佰陆拾玖万叁仟叁佰柒拾伍圆伍角】(小写：￥【29,693,375.50】元)租赁物使用地点：【广州】租赁物清单(详见下页附表)说明：原租赁登记编号：05128201000611832236项下的租赁登记期限为2018年11月2日至2022年11月1日，但由于承租方未按期偿还并结清此合同，因此原融资租赁合同并未终止，相关租赁物所有权仍归我司所有。我司正在积极的采取其他保全措施，请第三方知悉此情况，勿以上述租赁物为标的物从事融资租赁或其他业务活动。",交通运输,交通运输、仓储和邮政业,装卸搬运和仓储业,广东-广州-天河,西藏-拉萨-堆龙德庆,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2452,2022-11-02,宁阳中京实业有限公司,,国企,,,在营,王琦,5667296,泰山融资租赁有限公司,"国企,发债",吕昌军,0538-6220726,,CNY,"2,000.00",CNY,3年,2022-11-02,2025-11-01,初始登记,泰山融资租赁有限公司所属的一组给水管网(详细见附件)租于宁阳中京实业有限公司使用，使用期限为36个月。,建筑装饰,建筑业,土木工程建筑业,山东-泰安-宁阳,山东-泰安-岱岳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2453,2022-11-02,保定宝岛真爱妇产医院有限公司,,民企,,,在营,张华平,0312-3353624,创信(厦门)融资租赁有限公司,,吴荣光,8097777,,CNY,"1,462.80",CNY,3年,2022-11-02,2025-11-01,初始登记,医疗设备一批。,美容护理,卫生和社会工作,卫生,河北-保定-莲池,福建-厦门-思明,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2454,2022-11-01,山东泰山天颐湖旅游开发有限公司,,国企,,"限高消费,被执行人",在营,张庆庆,0538-8160817,泰山融资租赁有限公司,"国企,发债",吕昌军,0538-6220726,,CNY,"3,000.00",CNY,3年,2022-11-01,2025-10-31,初始登记,泰山融资租赁有限公司所属的一组设备(详细见附件)租于山东泰山天颐湖旅游开发有限公司使用，使用期限为36个月。,综合,居民服务、修理和其他服务业,其他服务业,山东-泰安-岱岳,山东-泰安-岱岳,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2455,2022-11-01,日照新博木业有限公司,,民企,"高新技术企业,省级""专精特新""中小企业,省级创新型中小企业",,在营,董国伟,18596335858,平安国际融资租赁有限公司,"民企,发债",李文艺,021-38091169,,CNY,"2,000.69",CNY,3.16年,2022-11-01,2025-12-31,初始登记,,农林牧渔,制造业,木材加工和木、竹、藤、棕、草制品业,山东-日照-莒县,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2456,2022-11-01,珠海飞天利商品混凝土有限公司,,民企,,,在营,陈永生,0756-8910283,深圳市融资租赁(集团)有限公司,"国企,发债",,,,CNY,"2,296.80",CNY,3.08年,2022-11-01,2025-11-30,初始登记,未经出租方书面同意，承租方不得转让租赁物。 租赁物为1套混凝土搅拌楼生产线及配套设备，详见附件《租赁物构成设备清单》。 以上设备所有权人为中集融资租赁有限公司。,综合,制造业,非金属矿物制品业,广东-珠海-香洲,广东-深圳-南山,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2457,2022-11-01,深圳市永佳惠建材有限公司,,民企,,,在营,刘永家,18948287555,深圳市融资租赁(集团)有限公司,"国企,发债",,,,CNY,"1,641.98",CNY,3年,2022-11-01,2025-10-31,初始登记,未经出租方书面同意，承租方不得转让租赁物。 混凝土搅拌运输车(WL5310GJBCQ28)33台，详见附件交验单； 以上设备所有权人为中集融资租赁有限公司。,商贸零售,批发和零售业,批发业,广东-深圳-坪山,广东-深圳-南山,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2458,2022-10-31,枣庄华润纸业有限公司,,,省级制造业单项冠军企业,,在营,,,远东国际融资租赁有限公司,"国企,发债",孔繁星,021-50490099,,CNY,"4,288.72",CNY,3.16年,2022-10-31,2025-12-30,初始登记,,轻工制造,制造业,造纸和纸制品业,山东-枣庄-山亭,上海-浦东,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2459,2022-10-31,福建世恒工程机械有限公司,,民企,,,在营,马玉铁,15392016107,浦银金融租赁股份有限公司,"国企,发债",王鹏,021-33566668,,CNY,"1,060.00",CNY,3年,2022-10-31,2025-10-30,初始登记,27台液压挖掘机，供应商为徐州徐工挖掘机械有限公司。,商贸零售,批发和零售业,零售业,福建-福州-仓山,上海-徐汇,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2460,2022-10-31,泉州台商投资区水务投资经营有限公司,泉州城建集团有限公司,"国企,城投子公司",,,在营,骆俊超,0595-27393150,海通恒信国际融资租赁股份有限公司,"国企,上市,发债",赵建祥,021-61355388,,CNY,"3,852.43",CNY,3年,2022-10-31,2025-10-30,初始登记,"高压计量柜、、12KV、15、15367640;,水泵高压变频器、、DHVECTOL-DI00710/10、10、00869635-00869637;,水泵低压变频器、、SJ700N、15、00869635-00869637;,工业光纤以太网交换机、、/、10、6954919;,回转式格栅除污机、、GSHZ、2、/;,倒伞型潜水搅拌机、、GSJ1500、22、/;,沉水式曝气设备、、SBJ10/20-D、20、/;,高速离心鼓风机、、TEN-M、10、/;",综合,租赁和商务服务业,商务服务业,福建-泉州-惠安,上海-黄浦,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2461,2022-10-31,泉州台商投资区水务投资经营有限公司,泉州城建集团有限公司,"国企,城投子公司",,,在营,骆俊超,0595-27393150,海通恒信国际融资租赁股份有限公司,"国企,上市,发债",赵建祥,021-61355388,,CNY,"3,852.43",CNY,3年,2022-10-31,2025-10-30,初始登记,"柴油发电机、、三相，380V，5.5KW、10、15367640;,MNS抽屉式开关柜、、10KW、35、15367640;,发电机组、、800KW、4、15367640;,低压变配电系统设备、、KNS、1、15367640;,工业光纤以太网交换机、、/、10、6954919;,空压机组、、低压螺杆型、8、/;,立式双吸离心泵、、PBT-330s、7、/;,过电压防护装置(电源及信道避雷器)、、4300K、25、/;",综合,租赁和商务服务业,商务服务业,福建-泉州-惠安,上海-黄浦,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2462,2022-10-31,江油市第四人民医院,,国企,,,在营,谭文斌,,海通恒信国际融资租赁股份有限公司,"国企,上市,发债",赵建祥,021-61355388,,CNY,"1,569.61",CNY,3年,2022-10-31,2025-10-30,初始登记,设备一批。,,,,四川-绵阳-江油,上海-黄浦,租赁融资事件-租赁资产价值1000-5000_7-12月到期
2463,2022-10-31,唐山市古冶区众达货物运输有限公司,,民企,,,在营,张敏,18348979999,兴业金融租赁有限责任公司,"国企,发债",李小东,010-64450063,,,"1,640.00",CNY,3.08年,2022-10-31,2025-11-29,初始登记,"纯电动半挂牵引车:20台 融资租赁期间,禁止转让或以其他方式处分租赁物",交通运输,交通运输、仓储和邮政业,道路运输业,河北-唐山-古冶,天津-滨海,租赁融资事件-租赁资产价值1000-5000_7-12月到期
